País,Variable,Código CINE,Nivel CINE,Grado,Población,2018,2019,2020,2021,2022,2023
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,5,Mujeres,202,303,136,236,538,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,5,Urbano,446,630,312,542,1299,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,5,Rural,13,27,14,28,60,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,6,Total,403,565,320,510,1241,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,6,Hombres,215,317,175,289,697,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,6,Mujeres,188,248,145,221,544,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,6,Urbano,391,550,307,486,1190,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,6,Rural,12,15,13,24,51,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,7,Total,,,,,,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,7,Hombres,,,,,,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,7,Mujeres,,,,,,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,7,Urbano,,,,,,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,7,Rural,,,,,,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Total,3415,4658,2245,3844,9404,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Hombres,1942,2590,1331,2227,5482,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Mujeres,1473,2068,914,1617,3922,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Urbano,3273,4456,2177,3673,8962,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Rural,142,202,68,171,442,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,1,Total,433,580,298,459,1119,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,1,Hombres,245,329,177,250,646,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,1,Mujeres,188,251,121,209,473,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,1,Urbano,423,562,287,446,1085,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,1,Rural,10,18,11,13,34,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,2,Total,411,504,280,442,1029,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,2,Hombres,236,270,171,271,593,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,2,Mujeres,175,234,109,171,436,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,2,Urbano,393,486,270,428,998,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,2,Rural,18,18,10,14,31,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,3,Total,,,,,,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,3,Hombres,,,,,,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,3,Mujeres,,,,,,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,3,Urbano,,,,,,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,3,Rural,,,,,,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,4,Total,,,,,,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,4,Hombres,,,,,,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,4,Mujeres,,,,,,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,4,Urbano,,,,,,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,,,,,,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Total,844,1084,578,901,2148,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,481,599,348,521,1239,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,363,485,230,380,909,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,816,1048,557,874,2083,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,28,36,21,27,65,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Total,1312,1702,806,1097,2575,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,655,844,422,620,1386,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,657,858,384,477,1189,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,1293,1680,792,1086,2519,
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,19,22,14,11,56,
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Total,8050,11113,12213,13874,17699,
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Hombres,4196,6016,6816,7659,9825,
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Mujeres,3854,5097,5397,6215,7874,
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Total,8014,10537,11366,12948,16847,
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Hombres,4121,5557,6105,7104,9163,
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Mujeres,3893,4980,5261,5844,7684,
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Total,2016,2890,3759,4382,5257,
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Hombres,928,1353,1780,2097,2490,
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Mujeres,1088,1537,1979,2285,2767,
Chile,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Total,235417,245684,257161,257852,261109,
Chile,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Hombres,119784,125563,131661,132593,134014,
Chile,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Mujeres,115633,120121,125500,125259,127095,
Chile,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Total,229780,232340,241291,250068,258404,
Chile,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Hombres,116673,118236,123171,128430,131915,
Chile,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Mujeres,113107,114104,118120,121638,126489,
Chile,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Total,123286,124563,132691,135083,138173,
Chile,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Hombres,56825,57905,62218,63730,65379,
Chile,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Mujeres,66461,66658,70473,71353,72794,
Colombia,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Total,5698,34652,61117,75358,89205,
Colombia,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2879,17487,31050,38311,45011,
Colombia,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2819,17165,30067,37047,44194,
Colombia,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,4570,28214,47746,54334,66640,
Colombia,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,1128,6438,13371,21024,22565,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,1,Total,5650,32828,55853,74366,93256,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,1,Hombres,2954,17127,29133,38295,47944,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,1,Mujeres,2696,15701,26720,36071,45312,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,1,Urbano,4281,25647,43938,54955,67926,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,1,Rural,1369,7181,11915,19411,25330,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,2,Total,4043,22978,42186,58859,67861,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,2,Hombres,2057,11600,21584,30510,34687,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,2,Mujeres,1986,11378,20602,28349,33174,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,2,Urbano,3109,18110,33482,45366,51070,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,2,Rural,934,4868,8704,13493,16791,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,3,Total,3522,19930,34181,48591,57855,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,3,Hombres,1825,9993,17349,24535,29518,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,3,Mujeres,1697,9937,16832,24056,28337,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,3,Urbano,2756,16044,27307,37690,44758,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,3,Rural,766,3886,6874,10901,13097,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,4,Total,3060,17467,30422,40279,49824,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,4,Hombres,1546,8838,15061,20511,24827,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,4,Mujeres,1514,8629,15361,19768,24997,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,4,Urbano,2407,14197,24640,31565,39101,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,4,Rural,653,3270,5782,8714,10723,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,5,Total,3559,18657,29295,37067,44117,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,5,Hombres,1756,9195,14568,18275,22127,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,5,Mujeres,1803,9462,14727,18792,21990,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,5,Urbano,2768,15171,23913,29052,34801,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,5,Rural,791,3486,5382,8015,9316,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,6,Total,,,,,,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,6,Hombres,,,,,,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,6,Mujeres,,,,,,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,6,Urbano,,,,,,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,6,Rural,,,,,,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,7,Total,,,,,,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,7,Hombres,,,,,,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,7,Mujeres,,,,,,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,7,Urbano,,,,,,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,7,Rural,,,,,,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,,Total,19834,111860,191937,259162,312913,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,,Hombres,10138,56753,97695,132126,159103,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,,Mujeres,9696,55107,94242,127036,153810,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,,Urbano,15321,89169,153280,198628,237656,
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,,Rural,4513,22691,38657,60534,75257,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,1,Total,2463,16857,30048,37272,43161,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,1,Hombres,1215,8270,14868,18516,21064,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,1,Mujeres,1248,8587,15180,18756,22097,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,1,Urbano,2049,14443,25771,31401,36353,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,1,Rural,414,2414,4277,5871,6808,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,2,Total,1803,11720,23081,31132,34382,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,2,Hombres,858,5564,10913,15038,16598,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,2,Mujeres,945,6156,12168,16094,17784,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,2,Urbano,1492,10042,20035,26697,29457,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,2,Rural,311,1678,3046,4435,4925,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,3,Total,1439,9267,16515,23237,27703,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,3,Hombres,660,4352,7628,10812,12964,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,3,Mujeres,779,4915,8887,12425,14739,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,3,Urbano,1240,8066,14359,3261,23860,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,3,Rural,199,1201,2156,19976,3843,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,4,Total,1160,7237,12804,16910,20931,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,4,Hombres,539,3366,5866,7692,9415,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,4,Mujeres,621,3871,6938,9218,11516,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,4,Urbano,995,6408,11353,14707,18141,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,4,Rural,165,829,1451,2203,2790,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Total,6865,45081,82448,108551,126177,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,3272,21552,39275,52058,60041,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,3593,23529,43173,56493,66136,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,5776,38959,71518,76066,107811,
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,1089,6122,10930,32485,18366,
Colombia,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Total,748,6077,13584,19647,23082,
Colombia,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,344,2668,6074,8651,10156,
Colombia,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,404,3409,7510,10996,12926,
Colombia,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,658,5479,12243,17494,20472,
Colombia,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,90,598,1341,2153,2610,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,1,Total,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,1,Hombres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,1,Mujeres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,1,Urbano,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,1,Rural,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,2,Total,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,2,Hombres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,2,Mujeres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,2,Urbano,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,2,Rural,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,3,Total,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,3,Hombres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,3,Mujeres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,3,Urbano,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,3,Rural,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,4,Total,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,4,Hombres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,4,Mujeres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,4,Urbano,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,4,Rural,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,5,Total,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,5,Hombres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,5,Mujeres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,5,Urbano,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,5,Rural,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,6,Total,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,6,Hombres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,6,Mujeres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,6,Urbano,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,6,Rural,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,7,Total,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,7,Hombres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,7,Mujeres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,7,Urbano,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,7,Rural,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Total,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Hombres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Mujeres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Urbano,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Rural,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,1,Total,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,1,Hombres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,1,Mujeres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,1,Urbano,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,1,Rural,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,2,Total,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,2,Hombres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,2,Mujeres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,2,Urbano,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,2,Rural,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,3,Total,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,3,Hombres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,3,Mujeres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,3,Urbano,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,3,Rural,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,4,Total,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,4,Hombres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,4,Mujeres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,4,Urbano,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,4,Rural,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Total,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Total,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,,,,,,
Colombia,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Total,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,1,Total,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,1,Hombres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,1,Mujeres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,1,Urbano,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,1,Rural,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,2,Total,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,2,Hombres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,2,Mujeres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,2,Urbano,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,2,Rural,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,3,Total,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,3,Hombres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,3,Mujeres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,3,Urbano,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,3,Rural,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,4,Total,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,4,Hombres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,4,Mujeres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,4,Urbano,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,4,Rural,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,5,Total,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,5,Hombres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,5,Mujeres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,5,Urbano,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,5,Rural,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,6,Total,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,6,Hombres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,6,Mujeres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,6,Urbano,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,6,Rural,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,7,Total,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,7,Hombres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,7,Mujeres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,7,Urbano,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,7,Rural,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Total,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Hombres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Mujeres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Urbano,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Rural,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,1,Total,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,1,Hombres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,1,Mujeres,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,1,Urbano,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,1,Rural,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,2,Total,,,,,,
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,2,Hombres,,,,,,
