País,Indicador,Código CINE,Nivel CINE,Población,Year,value
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-02,Educación pre-primaria,Rural,2023,1.83
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-1,Educación primaria,Rural,2023,9.01
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-2,Educación secundaria baja,Rural,2023,9.82
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-02,Educación pre-primaria,Total,2018,1.12
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-1,Educación primaria,Total,2018,4.99
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-2,Educación secundaria baja,Total,2018,6.75
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,Total,Total,Total,2018,4.87
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-02,Educación pre-primaria,Total,2019,1.1
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-1,Educación primaria,Total,2019,5.72
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-2,Educación secundaria baja,Total,2019,7.73
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,Total,Total,Total,2019,5.27
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-02,Educación pre-primaria,Total,2020,1.39
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-1,Educación primaria,Total,2020,7.01
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-2,Educación secundaria baja,Total,2020,8.22
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,Total,Total,Total,2020,6.17
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-02,Educación pre-primaria,Total,2021,1.41
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-1,Educación primaria,Total,2021,7.91
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-2,Educación secundaria baja,Total,2021,9.43
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,Total,Total,Total,2021,7.01
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-02,Educación pre-primaria,Total,2022,0.94
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-1,Educación primaria,Total,2022,8.05
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-2,Educación secundaria baja,Total,2022,8.82
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,Total,Total,Total,2022,7.01
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-02,Educación pre-primaria,Total,2023,1.31
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-1,Educación primaria,Total,2023,8.23
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-2,Educación secundaria baja,Total,2023,9.86
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,Total,Total,Total,2023,7.6
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-02,Educación pre-primaria,Urbano,2018,1.1
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-1,Educación primaria,Urbano,2018,4.74
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-2,Educación secundaria baja,Urbano,2018,6.63
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-02,Educación pre-primaria,Urbano,2019,1.13
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-1,Educación primaria,Urbano,2019,5.5
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-2,Educación secundaria baja,Urbano,2019,7.81
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-02,Educación pre-primaria,Urbano,2020,1.36
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-1,Educación primaria,Urbano,2020,6.72
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-2,Educación secundaria baja,Urbano,2020,8.07
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-02,Educación pre-primaria,Urbano,2021,1.4
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-1,Educación primaria,Urbano,2021,7.78
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-2,Educación secundaria baja,Urbano,2021,9.48
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-02,Educación pre-primaria,Urbano,2022,0.96
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-1,Educación primaria,Urbano,2022,7.97
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-2,Educación secundaria baja,Urbano,2022,8.83
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-02,Educación pre-primaria,Urbano,2023,1.21
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-1,Educación primaria,Urbano,2023,8.07
Ecuador,Indicador 6 - Proporción de estudiantes en situación de movilidad que superan la edad para el curso.,CINE-2,Educación secundaria baja,Urbano,2023,9.87
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Hombres,2018,2.69
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Hombres,2018,5.18
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Hombres,2018,4.72
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Hombres,2018,3.8
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Hombres,2019,3.89
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Hombres,2019,5.23
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Hombres,2019,5.32
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Hombres,2019,4.49
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Hombres,2020,3.26
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Hombres,2020,5.33
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Hombres,2020,5.33
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Hombres,2020,4.1
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Hombres,2021,5.73
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Hombres,2021,8.68
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Hombres,2021,8.69
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Hombres,2021,6.9
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Hombres,2022,4.28
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Hombres,2022,7.0
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Hombres,2022,6.96
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Hombres,2022,5.32
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Hombres,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Hombres,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Hombres,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Hombres,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Mujeres,2018,2.31
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Mujeres,2018,4.53
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Mujeres,2018,3.85
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Mujeres,2018,3.26
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Mujeres,2019,4.08
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Mujeres,2019,4.56
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Mujeres,2019,4.18
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Mujeres,2019,4.23
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Mujeres,2020,3.15
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Mujeres,2020,4.33
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Mujeres,2020,4.51
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Mujeres,2020,3.68
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Mujeres,2021,5.69
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Mujeres,2021,7.22
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Mujeres,2021,7.16
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Mujeres,2021,6.31
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Mujeres,2022,4.13
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Mujeres,2022,6.94
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Mujeres,2022,7.35
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Mujeres,2022,5.34
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Mujeres,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Mujeres,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Mujeres,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Mujeres,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Rural,2018,3.07
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Rural,2018,4.39
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Rural,2018,4.08
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Rural,2018,3.64
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Rural,2019,3.86
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Rural,2019,4.6
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Rural,2019,4.41
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Rural,2019,4.15
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Rural,2020,2.97
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Rural,2020,4.2
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Rural,2020,4.46
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Rural,2020,3.51
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Rural,2021,5.4
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Rural,2021,7.6
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Rural,2021,6.69
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Rural,2021,6.14
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Rural,2022,4.12
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Rural,2022,5.99
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Rural,2022,5.36
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Rural,2022,4.75
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Rural,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Rural,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Rural,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Rural,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Total,2018,2.5
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Total,2018,4.85
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Total,2018,4.27
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Total,2018,3.53
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Total,2019,3.99
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Total,2019,4.89
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Total,2019,4.73
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Total,2019,4.36
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Total,2020,3.21
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Total,2020,4.83
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Total,2020,4.9
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Total,2020,3.89
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Total,2021,5.71
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Total,2021,7.95
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Total,2021,7.88
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Total,2021,6.6
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Total,2022,4.21
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Total,2022,6.97
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Total,2022,7.16
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Total,2022,5.33
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Total,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Total,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Total,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Total,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Urbano,2018,2.36
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Urbano,2018,4.96
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Urbano,2018,4.31
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Urbano,2018,3.5
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Urbano,2019,4.02
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Urbano,2019,4.95
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Urbano,2019,4.8
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Urbano,2019,4.4
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Urbano,2020,3.26
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Urbano,2020,4.95
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Urbano,2020,4.97
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Urbano,2020,3.96
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Urbano,2021,5.77
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Urbano,2021,8.01
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Urbano,2021,8.11
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Urbano,2021,6.69
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Urbano,2022,4.22
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Urbano,2022,7.16
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Urbano,2022,7.51
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Urbano,2022,5.44
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-1,Educación primaria,Urbano,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-2,Educación secundaria baja,Urbano,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,CINE-3,Educación secundaria alta,Urbano,2023,
Ecuador,Indicador 7 - Tasa de abandono intra anual de estudiantes en situación de movilidad.,Total,Total,Urbano,2023,
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Hombres,2018,1.06
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Hombres,2018,1.05
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Hombres,2018,0.67
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Hombres,2018,0.94
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Hombres,2019,1.5
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Hombres,2019,1.23
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Hombres,2019,0.74
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Hombres,2019,1.18
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Hombres,2020,1.78
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Hombres,2020,1.45
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Hombres,2020,0.96
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Hombres,2020,1.41
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Hombres,2021,1.82
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Hombres,2021,1.5
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Hombres,2021,1.06
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Hombres,2021,1.47
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Hombres,2022,1.69
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Hombres,2022,1.41
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Hombres,2022,1.03
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Hombres,2022,1.4
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Hombres,2023,
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Hombres,2023,
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Hombres,2023,
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Hombres,2023,
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Mujeres,2018,1.1
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Mujeres,2018,1.05
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Mujeres,2018,0.69
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Mujeres,2018,0.96
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Mujeres,2019,1.54
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Mujeres,2019,1.33
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Mujeres,2019,0.77
